paper,ref_id,doi,status,crossref_title,crossref_year,title_token_coverage,year_in_reference,url,reference
mintou_p2_hygraph_load_forecasting,29,10.1016/j.apenergy.2018.11.097,VERIFIED,Open Power System Data – Frictionless data for electricity system modelling,2019,1.000,True,https://api.crossref.org/works/10.1016%2Fj.apenergy.2018.11.097,"29. Wiese, F.; Schlecht, I.; Bunke, W.-D.; Gerbaulet, C.; Hirth, L.; Jahn, M.; Kunz, F.; Lorenz, C.; Mühlenpfordt, J.; Reimann, J.; Schill, W.-P. Open Power System Data — Frictionless data for electricity system modelling. *Applied Energy* **2019**, *236*, 401–409. https://doi.org/10.1016/j.apenergy.2018.11.097"
mintou_p2_hygraph_load_forecasting,30,10.3390/en13123290,VERIFIED,SimBench—A Benchmark Dataset of Electric Power Systems to Compare Innovative Solutions Based on Power Flow Analysis,2020,1.000,True,https://api.crossref.org/works/10.3390%2Fen13123290,"30. Meinecke, S.; Sarajlić, D.; Drauz, S.R.; Klettke, A.; Lauven, L.-P.; Rehtanz, C.; Moser, A.; Braun, M. SimBench—A Benchmark Dataset of Electric Power Systems to Compare Innovative Solutions Based on Power Flow Analysis. *Energies* **2020**, *13*(12), 3290. https://doi.org/10.3390/en13123290"
mintou_p3_samode_distribution_planning,1,10.1023/A:1008202821328,VERIFIED,Differential Evolution – A Simple and Efficient Heuristic for global Optimization over Continuous Spaces,1997,1.000,True,https://api.crossref.org/works/10.1023%2FA%3A1008202821328,"1. Storn, R.; Price, K. Differential Evolution -- A Simple and Efficient Heuristic for Global Optimization over Continuous Spaces. *Journal of Global Optimization* **1997**, *11*(4), 341--359. https://doi.org/10.1023/A:1008202821328"
mintou_p3_samode_distribution_planning,2,10.1109/TEVC.2006.872133,VERIFIED,Self-Adapting Control Parameters in Differential Evolution: A Comparative Study on Numerical Benchmark Problems,2006,1.000,True,https://api.crossref.org/works/10.1109%2FTEVC.2006.872133,"2. Brest, J.; Greiner, S.; Bošković, B.; Mernik, M.; Žumer, V. Self-Adapting Control Parameters in Differential Evolution: A Comparative Study on Numerical Benchmark Problems. *IEEE Transactions on Evolutionary Computation* **2006**, *10*(6), 646--657. https://doi.org/10.1109/TEVC.2006.872133"
mintou_p3_samode_distribution_planning,3,10.1109/TEVC.2008.927706,VERIFIED,Differential Evolution Algorithm With Strategy Adaptation for Global Numerical Optimization,2009,1.000,True,https://api.crossref.org/works/10.1109%2FTEVC.2008.927706,"3. Qin, A.K.; Huang, V.L.; Suganthan, P.N. Differential Evolution Algorithm with Strategy Adaptation for Global Numerical Optimization. *IEEE Transactions on Evolutionary Computation* **2009**, *13*(2), 398--417. https://doi.org/10.1109/TEVC.2008.927706"
mintou_p3_samode_distribution_planning,4,10.1016/j.ins.2014.09.031,VERIFIED,A comprehensive comparison of large scale global optimizers,2015,1.000,True,https://api.crossref.org/works/10.1016%2Fj.ins.2014.09.031,"4. LaTorre, A.; Muelas, S.; Peña, J.-M. A comprehensive comparison of large scale global optimizers. *Information Sciences* **2015**, *316*, 517--549. https://doi.org/10.1016/j.ins.2014.09.031"
mintou_p3_samode_distribution_planning,5,10.3390/en13123290,VERIFIED,SimBench—A Benchmark Dataset of Electric Power Systems to Compare Innovative Solutions Based on Power Flow Analysis,2020,1.000,True,https://api.crossref.org/works/10.3390%2Fen13123290,"5. Meinecke, S.; Sarajlić, D.; Drauz, S.R.; Klettke, A.; Lauven, L.-P.; Rehtanz, C.; Moser, A.; Braun, M. SimBench -- A Benchmark Dataset of Electric Power Systems to Compare Innovative Solutions Based on Power Flow Analysis. *Energies* **2020**, *13*(12), 3290. https://doi.org/10.3390/en13123290"
mintou_p3_samode_distribution_planning,6,10.1109/ACCESS.2020.2990567,VERIFIED,Pymoo: Multi-Objective Optimization in Python,2020,1.000,True,https://api.crossref.org/works/10.1109%2FACCESS.2020.2990567,"6. Blank, J.; Deb, K. pymoo: Multi-Objective Optimization in Python. *IEEE Access* **2020**, *8*, 89497--89509. https://doi.org/10.1109/ACCESS.2020.2990567"
mintou_p3_samode_distribution_planning,7,10.1109/TPWRS.2018.2829021,VERIFIED,"Pandapower—An Open-Source Python Tool for Convenient Modeling, Analysis, and Optimization of Electric Power Systems",2018,1.000,True,https://api.crossref.org/works/10.1109%2FTPWRS.2018.2829021,"7. Thurner, L.; Scheidler, A.; Schäfer, F.; Menke, J.-H.; Dollichon, J.; Meier, F.; Meinecke, S.; Braun, M. pandapower -- An Open-Source Python Tool for Convenient Modeling, Analysis, and Optimization of Electric Power Systems. *IEEE Transactions on Power Systems* **2018**, *33*(6), 6510--6521. https://doi.org/10.1109/TPWRS.2018.2829021"
mintou_p3_samode_distribution_planning,8,10.3390/en17215432,VERIFIED,Optimization Principles Applied in Planning and Operation of Active Distribution Networks,2024,1.000,True,https://api.crossref.org/works/10.3390%2Fen17215432,"8. Prenc, R. Optimization Principles Applied in Planning and Operation of Active Distribution Networks. *Energies* **2024**, *17*(21), 5432. https://doi.org/10.3390/en17215432"
mintou_p3_samode_distribution_planning,9,10.3390/en19010116,VERIFIED,Review of Active Distribution Network Planning: Elements in Optimization Models and Generative AI Applications,2025;2026,1.000,True,https://api.crossref.org/works/10.3390%2Fen19010116,"9. Saldaña-González, A.E.; Aragüés-Peñalba, M.; Gadelha, V.; Sumper, A. Review of Active Distribution Network Planning: Elements in Optimization Models and Generative AI Applications. *Energies* **2026**, *19*(1), 116. https://doi.org/10.3390/en19010116"
mintou_p3_samode_distribution_planning,10,10.3390/en17123005,VERIFIED,Active Distribution Network Expansion Planning Based on Wasserstein Distance and Dual Relaxation,2024,1.000,True,https://api.crossref.org/works/10.3390%2Fen17123005,"10. Liu, J.; Weng, X.; Bao, M.; Lu, S.; He, C. Active Distribution Network Expansion Planning Based on Wasserstein Distance and Dual Relaxation. *Energies* **2024**, *17*(12), 3005. https://doi.org/10.3390/en17123005"
mintou_p3_samode_distribution_planning,11,10.3390/en19010228,VERIFIED,Coordinated Source–Network–Storage Expansion Planning of Active Distribution Networks Based on WGAN-GP Scenario Generation,2025;2026,1.000,True,https://api.crossref.org/works/10.3390%2Fen19010228,"11. Wang, D.; Wang, X.; Duan, M.; Wang, Z.; Su, Y.; Liu, X.; Wu, X.; Nie, H.; Luo, F.; Wang, S. Coordinated Source--Network--Storage Expansion Planning of Active Distribution Networks Based on WGAN-GP Scenario Generation. *Energies* **2026**, *19*(1), 228. https://doi.org/10.3390/en19010228"
mintou_p3_samode_distribution_planning,12,10.3390/en19061581,VERIFIED,Reliability-Oriented Distribution System Reinforcement Planning with Renewable Resources Considering Network Restoration and Intentional Islanding,2026,1.000,True,https://api.crossref.org/works/10.3390%2Fen19061581,"12. Alotaibi, M.A. Reliability-Oriented Distribution System Reinforcement Planning with Renewable Resources Considering Network Restoration and Intentional Islanding. *Energies* **2026**, *19*(6), 1581. https://doi.org/10.3390/en19061581"
mintou_p3_samode_distribution_planning,13,10.3390/en18071602,VERIFIED,"Transmission and Generation Expansion Planning Considering Virtual Power Lines/Plants, Distributed Energy Injection and Demand Response Flexibility from TSO-DSO Interface",2025,1.000,True,https://api.crossref.org/works/10.3390%2Fen18071602,"13. Ferreira, F.A.L.; Unsihuay-Vila, C.; Núñez-Rodríguez, R.A. Transmission and Generation Expansion Planning Considering Virtual Power Lines/Plants, Distributed Energy Injection and Demand Response Flexibility from TSO-DSO Interface. *Energies* **2025**, *18*(7), 1602. https://doi.org/10.3390/en18071602"
mintou_p3_samode_distribution_planning,14,10.3390/electronics14020264,VERIFIED,Multi-Level Network Topology and Time Series Multi-Scenario Optimization Planning Method for Hybrid AC/DC Distribution Systems in Data Centers,2025,1.000,True,https://api.crossref.org/works/10.3390%2Felectronics14020264,"14. Chen, B.; Zhang, Y.; Liang, H. Multi-Level Network Topology and Time Series Multi-Scenario Optimization Planning Method for Hybrid AC/DC Distribution Systems in Data Centers. *Electronics* **2025**, *14*(2), 264. https://doi.org/10.3390/electronics14020264"
mintou_p3_samode_distribution_planning,15,10.3390/en18195232,VERIFIED,Multi-Objective Collaborative Optimization of Distribution Networks with Energy Storage and Electric Vehicles Using an Improved NSGA-II Algorithm,2025,1.000,True,https://api.crossref.org/works/10.3390%2Fen18195232,"15. He, R.; Hao, J.; Zhou, H.; Chen, F. Multi-Objective Collaborative Optimization of Distribution Networks with Energy Storage and Electric Vehicles Using an Improved NSGA-II Algorithm. *Energies* **2025**, *18*(19), 5232. https://doi.org/10.3390/en18195232"
mintou_p3_samode_distribution_planning,16,10.3390/en19143262,VERIFIED,"A Classification-Based Global Optimization Approach for Integrated Planning of Distributed Generation, Capacitor Banks, and Electric Vehicle Charging Stations in Radial Distribution Networks",2026,1.000,True,https://api.crossref.org/works/10.3390%2Fen19143262,"16. Alrashidi, A.; Fahmy, A.A.; Saif, O.; Kassem, M.; Elsamahy, A.; Salem, A. A Classification-Based Global Optimization Approach for Integrated Planning of Distributed Generation, Capacitor Banks, and Electric Vehicle Charging Stations in Radial Distribution Networks. *Energies* **2026**, *19*(14), 3262. https://doi.org/10.3390/en19143262"
mintou_p3_samode_distribution_planning,17,10.3390/en19010210,VERIFIED,Vulnerability-Driven Multi-Objective Energy Storage Planning Using Enhanced Beluga Whale Optimization for Resilient Distribution Networks,2025;2026,1.000,True,https://api.crossref.org/works/10.3390%2Fen19010210,"17. Qi, H.; Zhao, C.; Yan, X.; Zhang, W.; Guo, F.; Zhang, L.; Yang, B.; Lu, H. Vulnerability-Driven Multi-Objective Energy Storage Planning Using Enhanced Beluga Whale Optimization for Resilient Distribution Networks. *Energies* **2026**, *19*(1), 210. https://doi.org/10.3390/en19010210"
mintou_p3_samode_distribution_planning,18,10.1109/ACCESS.2025.3544523,VERIFIED,Enhanced Coati Optimization Algorithm for Static and Dynamic Transmission Network Expansion Planning Problems,2025,1.000,True,https://api.crossref.org/works/10.1109%2FACCESS.2025.3544523,"18. Demirbas, M.; Kenan Dosoglu, M.; Duman, S. Enhanced Coati Optimization Algorithm for Static and Dynamic Transmission Network Expansion Planning Problems. *IEEE Access* **2025**, *13*, 35068--35100. https://doi.org/10.1109/ACCESS.2025.3544523"
mintou_p3_samode_distribution_planning,19,10.3390/en18133414,VERIFIED,Economic Dispatch in Electrical Systems with Hybrid Generation Using the Differential Evolution Algorithm: A Comparative Analysis with Other Optimization Techniques Under Energy Limitation Scenarios,2025,1.000,True,https://api.crossref.org/works/10.3390%2Fen18133414,"19. Cadena-Albuja, J.; Barrera-Singaña, C.; Arcos, H.; Muñoz, J. Economic Dispatch in Electrical Systems with Hybrid Generation Using the Differential Evolution Algorithm: A Comparative Analysis with Other Optimization Techniques Under Energy Limitation Scenarios. *Energies* **2025**, *18*(13), 3414. https://doi.org/10.3390/en18133414"
mintou_p3_samode_distribution_planning,20,10.1109/4235.797969,VERIFIED,Multiobjective evolutionary algorithms: a comparative case study and the strength Pareto approach,1999,1.000,True,https://api.crossref.org/works/10.1109%2F4235.797969,"20. Zitzler, E.; Thiele, L. Multiobjective Evolutionary Algorithms: A Comparative Case Study and the Strength Pareto Approach. *IEEE Transactions on Evolutionary Computation* **1999**, *3*(4), 257--271. https://doi.org/10.1109/4235.797969"
mintou_p3_samode_distribution_planning,21,10.1109/MCI.2017.2742868,VERIFIED,PlatEMO: A MATLAB Platform for Evolutionary Multi-Objective Optimization [Educational Forum],2017,0.800,True,https://api.crossref.org/works/10.1109%2FMCI.2017.2742868,"21. Tian, Y.; Cheng, R.; Zhang, X.; Jin, Y. PlatEMO: A MATLAB Platform for Evolutionary Multi-Objective Optimization. *IEEE Computational Intelligence Magazine* **2017**, *12*(4), 73--87. https://doi.org/10.1109/MCI.2017.2742868"
mintou_p3_samode_distribution_planning,22,10.1038/s42256-022-00579-0,VERIFIED,A critical problem in benchmarking and analysis of evolutionary computation methods,2022,1.000,True,https://api.crossref.org/works/10.1038%2Fs42256-022-00579-0,"22. Kudela, J. A Critical Problem in Benchmarking and Analysis of Evolutionary Computation Methods. *Nature Machine Intelligence* **2022**, *4*(12), 1238--1245. https://doi.org/10.1038/s42256-022-00579-0"
mintou_p3_samode_distribution_planning,23,10.1109/TEVC.2010.2059031,VERIFIED,Differential Evolution: A Survey of the State-of-the-Art,2011,1.000,True,https://api.crossref.org/works/10.1109%2FTEVC.2010.2059031,"23. Das, S.; Suganthan, P.N. Differential Evolution: A Survey of the State-of-the-Art. *IEEE Transactions on Evolutionary Computation* **2011**, *15*(1), 4--31. https://doi.org/10.1109/TEVC.2010.2059031"
mintou_p3_samode_distribution_planning,24,10.1109/CEC.2013.6557555,VERIFIED,Success-history based parameter adaptation for Differential Evolution,2013,1.000,True,https://api.crossref.org/works/10.1109%2FCEC.2013.6557555,"24. Tanabe, R.; Fukunaga, A. Success-History Based Parameter Adaptation for Differential Evolution. In *Proceedings of the 2013 IEEE Congress on Evolutionary Computation*, Cancun, Mexico, 20--23 June 2013; pp. 71--78. https://doi.org/10.1109/CEC.2013.6557555"
mintou_p3_samode_distribution_planning,25,10.1109/TEVC.2010.2087271,VERIFIED,Differential Evolution With Composite Trial Vector Generation Strategies and Control Parameters,2011,1.000,True,https://api.crossref.org/works/10.1109%2FTEVC.2010.2087271,"25. Wang, Y.; Cai, Z.; Zhang, Q. Differential Evolution with Composite Trial Vector Generation Strategies and Control Parameters. *IEEE Transactions on Evolutionary Computation* **2011**, *15*(1), 55--66. https://doi.org/10.1109/TEVC.2010.2087271"
mintou_p3_samode_distribution_planning,26,10.1016/j.aej.2021.09.013,VERIFIED,Differential evolution: A recent review based on state-of-the-art works,2022,1.000,True,https://api.crossref.org/works/10.1016%2Fj.aej.2021.09.013,"26. Ahmad, M.F.; Isa, N.A.M.; Lim, W.H.; Ang, K.M. Differential Evolution: A Recent Review Based on State-of-the-Art Works. *Alexandria Engineering Journal* **2022**, *61*(5), 3831--3872. https://doi.org/10.1016/j.aej.2021.09.013"
mintou_p3_samode_distribution_planning,27,10.1109/4235.996017,VERIFIED,A fast and elitist multiobjective genetic algorithm: NSGA-II,2002,1.000,True,https://api.crossref.org/works/10.1109%2F4235.996017,"27. Deb, K.; Pratap, A.; Agarwal, S.; Meyarivan, T. A Fast and Elitist Multiobjective Genetic Algorithm: NSGA-II. *IEEE Transactions on Evolutionary Computation* **2002**, *6*(2), 182--197. https://doi.org/10.1109/4235.996017"
mintou_p3_samode_distribution_planning,28,10.1109/TEVC.2007.892759,VERIFIED,MOEA/D: A Multiobjective Evolutionary Algorithm Based on Decomposition,2007,1.000,True,https://api.crossref.org/works/10.1109%2FTEVC.2007.892759,"28. Zhang, Q.; Li, H. MOEA/D: A Multiobjective Evolutionary Algorithm Based on Decomposition. *IEEE Transactions on Evolutionary Computation* **2007**, *11*(6), 712--731. https://doi.org/10.1109/TEVC.2007.892759"
mintou_p3_samode_distribution_planning,29,10.1016/S0045-7825(01)00323-1,VERIFIED,Theoretical and numerical constraint-handling techniques used with evolutionary algorithms: a survey of the state of the art,2002,1.000,True,https://api.crossref.org/works/10.1016%2FS0045-7825%2801%2900323-1,"29. Coello Coello, C.A. Theoretical and Numerical Constraint-Handling Techniques Used with Evolutionary Algorithms: A Survey of the State of the Art. *Computer Methods in Applied Mechanics and Engineering* **2002**, *191*(11--12), 1245--1287. https://doi.org/10.1016/S0045-7825(01)00323-1"
mintou_p3_samode_distribution_planning,30,10.1016/S0045-7825(99)00389-8,VERIFIED,An efficient constraint handling method for genetic algorithms,2000,1.000,True,https://api.crossref.org/works/10.1016%2FS0045-7825%2899%2900389-8,"30. Deb, K. An Efficient Constraint Handling Method for Genetic Algorithms. *Computer Methods in Applied Mechanics and Engineering* **2000**, *186*(2--4), 311--338. https://doi.org/10.1016/S0045-7825(99)00389-8"
mintou_p3_samode_distribution_planning,31,10.1109/ICSMC.1997.637339,VERIFIED,A discrete binary version of the particle swarm algorithm,1997,1.000,True,https://api.crossref.org/works/10.1109%2FICSMC.1997.637339,"31. Kennedy, J.; Eberhart, R.C. A Discrete Binary Version of the Particle Swarm Algorithm. In *Proceedings of the 1997 IEEE International Conference on Systems, Man, and Cybernetics*, Orlando, FL, USA, 12--15 October 1997; Vol. 5, pp. 4104--4108. https://doi.org/10.1109/ICSMC.1997.637339"
mintou_p3_samode_distribution_planning,32,,MANUAL_NO_DOI,,,,,,"32. Holm, S. A Simple Sequentially Rejective Multiple Test Procedure. *Scandinavian Journal of Statistics* **1979**, *6*(2), 65--70."
mintou_p4_shield_resilience_planning,1,10.1016/j.epsr.2015.06.012,VERIFIED,Influence of extreme weather and climate change on the resilience of power systems: Impacts and possible mitigation strategies,2015,1.000,True,https://api.crossref.org/works/10.1016%2Fj.epsr.2015.06.012,"1. Panteli, M.; Mancarella, P. Influence of extreme weather and climate change on the resilience of power systems: Impacts and possible mitigation strategies. *Electric Power Systems Research* **2015**, *127*, 259-270. https://doi.org/10.1016/j.epsr.2015.06.012"
mintou_p4_shield_resilience_planning,2,10.1109/MPE.2015.2397337,VERIFIED,A More Resilient Grid: The U.S. Department of Energy Joins with Stakeholders in an R&amp;D Plan,2015,0.909,True,https://api.crossref.org/works/10.1109%2FMPE.2015.2397337,"2. Ton, D.T.; Wang, W.T.-P. A more resilient grid: The U.S. Department of Energy joins with stakeholders in an R&D plan. *IEEE Power and Energy Magazine* **2015**, *13*(3), 26-34. https://doi.org/10.1109/MPE.2015.2397337"
mintou_p4_shield_resilience_planning,3,10.1109/TSG.2015.2513048,VERIFIED,Robust Optimization-Based Resilient Distribution Network Planning Against Natural Disasters,2016,1.000,True,https://api.crossref.org/works/10.1109%2FTSG.2015.2513048,"3. Yuan, W.; Wang, J.; Qiu, F.; Chen, C.; Kang, C.; Zeng, B. Robust optimization-based resilient distribution network planning against natural disasters. *IEEE Transactions on Smart Grid* **2016**, *7*(6), 2817-2826. https://doi.org/10.1109/TSG.2015.2513048"
mintou_p4_shield_resilience_planning,4,10.1016/j.epsr.2024.110223,VERIFIED,A detailed review of power system resilience enhancement pillars,2024,1.000,True,https://api.crossref.org/works/10.1016%2Fj.epsr.2024.110223,"4. Mishra, D.K.; Eskandari, M.; Abbasi, M.H.; Sanjeevikumar, P.; Zhang, J.; Li, L. A detailed review of power system resilience enhancement pillars. *Electric Power Systems Research* **2024**, *230*, 110223. https://doi.org/10.1016/j.epsr.2024.110223"
mintou_p4_shield_resilience_planning,5,10.1109/TSG.2016.2591885,VERIFIED,Resilience Enhancement Strategy for Distribution Systems Under Extreme Weather Events,2018,1.000,True,https://api.crossref.org/works/10.1109%2FTSG.2016.2591885,"5. Ma, S.; Chen, B.; Wang, Z. Resilience enhancement strategy for distribution systems under extreme weather events. *IEEE Transactions on Smart Grid* **2018**, *9*(2), 1442-1451. https://doi.org/10.1109/TSG.2016.2591885"
mintou_p4_shield_resilience_planning,6,10.1016/j.apenergy.2017.06.059,VERIFIED,Tri-level optimal hardening plan for a resilient distribution system considering reconfiguration and DG islanding,2018,1.000,True,https://api.crossref.org/works/10.1016%2Fj.apenergy.2017.06.059,"6. Lin, Y.; Bie, Z. Tri-level optimal hardening plan for a resilient distribution system considering reconfiguration and DG islanding. *Applied Energy* **2018**, *210*, 1266-1279. https://doi.org/10.1016/j.apenergy.2017.06.059"
mintou_p4_shield_resilience_planning,7,10.3390/en13123290,VERIFIED,SimBench—A Benchmark Dataset of Electric Power Systems to Compare Innovative Solutions Based on Power Flow Analysis,2020,1.000,True,https://api.crossref.org/works/10.3390%2Fen13123290,"7. Meinecke, S.; Sarajlic, D.; Drauz, S.R.; Klettke, A.; Lauven, L.-P.; Rehtanz, C.; Moser, A.; Braun, M. SimBench -- A benchmark dataset of electric power systems to compare innovative solutions based on power flow analysis. *Energies* **2020**, *13*(12), 3290. https://doi.org/10.3390/en13123290"
mintou_p4_shield_resilience_planning,8,10.1109/MPE.2015.2397334,VERIFIED,"The Grid: Stronger, Bigger, Smarter?: Presenting a Conceptual Framework of Power System Resilience",2015,1.000,True,https://api.crossref.org/works/10.1109%2FMPE.2015.2397334,"8. Panteli, M.; Mancarella, P. The grid: Stronger, bigger, smarter?: Presenting a conceptual framework of power system resilience. *IEEE Power and Energy Magazine* **2015**, *13*(3), 58-66. https://doi.org/10.1109/MPE.2015.2397334"
mintou_p4_shield_resilience_planning,9,10.1109/ACCESS.2020.2968586,VERIFIED,"Power System Resilience: Current Practices, Challenges, and Future Directions",2020,1.000,True,https://api.crossref.org/works/10.1109%2FACCESS.2020.2968586,"9. Bhusal, N.; Abdelmalak, M.; Kamruzzaman, M.; Benidris, M. Power system resilience: Current practices, challenges, and future directions. *IEEE Access* **2020**, *8*, 18064-18086. https://doi.org/10.1109/ACCESS.2020.2968586"
mintou_p4_shield_resilience_planning,10,10.1109/TPWRS.2016.2641463,VERIFIED,"Power System Resilience to Extreme Weather: Fragility Modeling, Probabilistic Impact Assessment, and Adaptation Measures",2017,1.000,True,https://api.crossref.org/works/10.1109%2FTPWRS.2016.2641463,"10. Panteli, M.; Pickering, C.; Wilkinson, S.; Dawson, R.; Mancarella, P. Power system resilience to extreme weather: Fragility modeling, probabilistic impact assessment, and adaptation measures. *IEEE Transactions on Power Systems* **2017**, *32*(5), 3747-3757. https://doi.org/10.1109/TPWRS.2016.2641463"
mintou_p4_shield_resilience_planning,11,10.3390/en19020574,VERIFIED,A Distributed Energy Storage-Based Planning Method for Enhancing Distribution Network Resilience,2026,1.000,True,https://api.crossref.org/works/10.3390%2Fen19020574,"11. Chen, Y.; Shi, Q.; Tang, B.; Zhang, Y.; Wang, H. A distributed energy storage-based planning method for enhancing distribution network resilience. *Energies* **2026**, *19*(2), 574. https://doi.org/10.3390/en19020574"
mintou_p4_shield_resilience_planning,12,10.3390/en18236353,VERIFIED,A Differential Planning Strategy for Distribution Network Resilience Enhancement Considering Decision Dependence Uncertainty,2025,1.000,True,https://api.crossref.org/works/10.3390%2Fen18236353,"12. Chen, X.; Liu, L.; Kang, X. A differential planning strategy for distribution network resilience enhancement considering decision dependence uncertainty. *Energies* **2025**, *18*(23), 6353. https://doi.org/10.3390/en18236353"
mintou_p4_shield_resilience_planning,13,10.3390/electronics14214324,VERIFIED,Enhancing Distribution Network Resilience Using Genetic Algorithms,2025,1.000,True,https://api.crossref.org/works/10.3390%2Felectronics14214324,"13. Maris, T.; Christodoulou, C.; Mladenov, V. Enhancing distribution network resilience using genetic algorithms. *Electronics* **2025**, *14*(21), 4324. https://doi.org/10.3390/electronics14214324"
mintou_p4_shield_resilience_planning,14,10.3390/en16196838,VERIFIED,Integrated Multi-Criteria Planning for Resilient Renewable Energy-Based Microgrid Considering Advanced Demand Response and Uncertainty,2023,1.000,True,https://api.crossref.org/works/10.3390%2Fen16196838,"14. Kiptoo, M.K.; Adewuyi, O.B.; Furukakoi, M.; Mandal, P.; Senjyu, T. Integrated multi-criteria planning for resilient renewable energy-based microgrid considering advanced demand response and uncertainty. *Energies* **2023**, *16*(19), 6838. https://doi.org/10.3390/en16196838"
mintou_p4_shield_resilience_planning,15,10.3390/electronics12204230,VERIFIED,Research of Islanding Operation and Fault Recovery Strategies of Distribution Network Considering Uncertainty of New Energy,2023,1.000,True,https://api.crossref.org/works/10.3390%2Felectronics12204230,"15. Yang, Z.; Han, J.; Li, L.; Deng, Y.; Yang, F.; Lei, Y. Research of islanding operation and fault recovery strategies of distribution network considering uncertainty of new energy. *Electronics* **2023**, *12*(20), 4230. https://doi.org/10.3390/electronics12204230"
mintou_p4_shield_resilience_planning,16,10.1049/gtd2.12586,VERIFIED,Simultaneous generation and network expansion planning in large‐scale power systems under exact AC power flow equations,2022,1.000,True,https://api.crossref.org/works/10.1049%2Fgtd2.12586,"16. Mahmoudi, S.; Alizadeh, B. Simultaneous generation and network expansion planning in large-scale power systems under exact AC power flow equations. *IET Generation, Transmission and Distribution* **2022**, *16*(20), 4158-4175. https://doi.org/10.1049/gtd2.12586"
mintou_p4_shield_resilience_planning,17,10.3390/en18051076,VERIFIED,Optimal Allocation and Sizing of BESS in a Distribution Network with High PV Production Using NSGA-II and LP Optimization Methods,2025,1.000,True,https://api.crossref.org/works/10.3390%2Fen18051076,"17. Trivic, B.; Savic, A. Optimal allocation and sizing of BESS in a distribution network with high PV production using NSGA-II and LP optimization methods. *Energies* **2025**, *18*(5), 1076. https://doi.org/10.3390/en18051076"
mintou_p4_shield_resilience_planning,18,10.1007/s10107-002-0331-0,VERIFIED,Scenario reduction in stochastic programming,2003,1.000,True,https://api.crossref.org/works/10.1007%2Fs10107-002-0331-0,"18. Dupacova, J.; Growe-Kuska, N.; Romisch, W. Scenario reduction in stochastic programming: An approach using probability metrics. *Mathematical Programming* **2003**, *95*(3), 493-511. https://doi.org/10.1007/s10107-002-0331-0"
mintou_p4_shield_resilience_planning,19,10.1023/A:1021805924152,VERIFIED,Scenario Reduction Algorithms in Stochastic Programming,2003,1.000,True,https://api.crossref.org/works/10.1023%2FA%3A1021805924152,"19. Heitsch, H.; Romisch, W. Scenario reduction algorithms in stochastic programming. *Computational Optimization and Applications* **2003**, *24*(2-3), 187-206. https://doi.org/10.1023/A:1021805924152"
mintou_p4_shield_resilience_planning,20,10.1109/TPWRS.2009.2016072,VERIFIED,Scenario Reduction for Futures Market Trading in Electricity Markets,2009,1.000,True,https://api.crossref.org/works/10.1109%2FTPWRS.2009.2016072,"20. Morales, J.M.; Pineda, S.; Conejo, A.J.; Carrion, M. Scenario reduction for futures market trading in electricity markets. *IEEE Transactions on Power Systems* **2009**, *24*(2), 878-888. https://doi.org/10.1109/TPWRS.2009.2016072"
mintou_p4_shield_resilience_planning,21,10.1287/opre.2013.1174,VERIFIED,Multiarea Stochastic Unit Commitment for High Wind Penetration in a Transmission Constrained Network,2013,1.000,True,https://api.crossref.org/works/10.1287%2Fopre.2013.1174,"21. Papavasiliou, A.; Oren, S.S. Multiarea stochastic unit commitment for high wind penetration in a transmission constrained network. *Operations Research* **2013**, *61*(3), 578-592. https://doi.org/10.1287/opre.2013.1174"
mintou_p4_shield_resilience_planning,22,10.1109/TPWRS.2018.2794541,VERIFIED,Model-Free Renewable Scenario Generation Using Generative Adversarial Networks,2018,1.000,True,https://api.crossref.org/works/10.1109%2FTPWRS.2018.2794541,"22. Chen, Y.; Wang, Y.; Kirschen, D.; Zhang, B. Model-free renewable scenario generation using generative adversarial networks. *IEEE Transactions on Power Systems* **2018**, *33*(3), 3265-3275. https://doi.org/10.1109/TPWRS.2018.2794541"
mintou_p4_shield_resilience_planning,23,10.3390/app151910303,VERIFIED,Multi-Stage Stochastic MILP Framework for Renewable Microgrid Dispatch Under High Renewable Penetration: Optimizing Variability and Uncertainty Management,2025,1.000,True,https://api.crossref.org/works/10.3390%2Fapp151910303,"23. Babatunde, O.; Fasesin, K.; Dosa, A.; Ighravwe, D.; Ogbemhe, J.; Olanrewaju, O. Multi-stage stochastic MILP framework for renewable microgrid dispatch under high renewable penetration: Optimizing variability and uncertainty management. *Applied Sciences* **2025**, *15*(19), 10303. https://doi.org/10.3390/app151910303"
mintou_p4_shield_resilience_planning,24,10.3390/en18020266,VERIFIED,Flexible Reconfiguration for Optimal Operation of Distribution Network Under Renewable Generation and Load Uncertainty,2025,1.000,True,https://api.crossref.org/works/10.3390%2Fen18020266,"24. Esmaeilnezhad, B.; Amini, H.; Noroozian, R.; Jalilzadeh, S. Flexible reconfiguration for optimal operation of distribution network under renewable generation and load uncertainty. *Energies* **2025**, *18*(2), 266. https://doi.org/10.3390/en18020266"
