dataset,horizon_hours,method,method_role,seed,reconciliation,hierarchy_weighted_smape,leaf_smape,region_smape,system_smape,leaf_mae,region_mae,system_mae,coherence_violation,runtime_s,train_samples,test_samples,source_status
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,59,Bottom-Up,0.28044225,0.39532788,0.27061546,0.17538341,0.49925828,1.03328125,2.70136926,0.00000000,2.6076,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,59,Top-Down,0.35945604,0.55905179,0.34418112,0.17513521,0.69738677,1.31371841,2.69813413,0.00000000,2.6076,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,59,OLS-Reconciled,0.28015388,0.39493623,0.27035906,0.17516635,0.49890827,1.03247095,2.69853974,0.00000000,2.6076,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,71,Base,0.28247974,0.39933166,0.27174996,0.17635759,0.50019494,1.03407225,2.70929459,0.00161570,2.5596,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,71,Bottom-Up,0.28220069,0.39933166,0.27139184,0.17587855,0.50019494,1.03293644,2.70309791,0.00000000,2.5596,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,71,Top-Down,0.36065407,0.56027015,0.34533448,0.17635759,0.69882791,1.31727830,2.70929459,0.00000000,2.5596,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,71,OLS-Reconciled,0.28272787,0.40001823,0.27186987,0.17629552,0.50082012,1.03445235,2.70849049,0.00000000,2.5596,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,83,Base,0.27879032,0.39178271,0.26958799,0.17500026,0.49562455,1.02840672,2.69304171,0.00237933,2.5309,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,83,Bottom-Up,0.27848232,0.39178271,0.26915235,0.17451189,0.49562455,1.02705529,2.68683291,0.00000000,2.5309,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,83,Top-Down,0.35869808,0.55774023,0.34335375,0.17500026,0.69505671,1.30920760,2.69304171,0.00000000,2.5309,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,83,OLS-Reconciled,0.27912894,0.39271335,0.26973824,0.17493521,0.49643999,1.02886918,2.69221494,0.00000000,2.5309,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,97,Base,0.27990811,0.39451211,0.27047377,0.17473846,0.49693082,1.02913899,2.68228858,0.00277697,2.4810,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,97,Bottom-Up,0.27949635,0.39451211,0.26991345,0.17406351,0.49693082,1.02740694,2.67364058,0.00000000,2.4810,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,97,Top-Down,0.35951944,0.55923883,0.34458103,0.17473846,0.69699833,1.31264652,2.68228858,0.00000000,2.4810,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,97,OLS-Reconciled,0.28032388,0.39566169,0.27066081,0.17464913,0.49793735,1.02971815,2.68114272,0.00000000,2.4810,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,109,Base,0.28130033,0.39701553,0.27118347,0.17570198,0.49816032,1.03207913,2.69472030,0.00003681,2.5640,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,109,Bottom-Up,0.28129359,0.39701553,0.27117481,0.17569044,0.49816032,1.03205211,2.69457218,0.00000000,2.5640,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,109,Top-Down,0.36065215,0.56065666,0.34559780,0.17570198,0.69912979,1.31691489,2.69472030,0.00000000,2.5640,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,109,OLS-Reconciled,0.28130656,0.39703278,0.27118639,0.17570052,0.49817519,1.03208816,2.69470150,0.00000000,2.5640,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,127,Base,0.28137067,0.39742195,0.27099513,0.17569492,0.49893183,1.03189843,2.69769017,0.00187858,2.4841,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,127,Bottom-Up,0.28171769,0.39742195,0.27144228,0.17628885,0.49893183,1.03331148,2.70544964,0.00000000,2.4841,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,127,Top-Down,0.36072081,0.56072755,0.34573996,0.17569492,0.69953456,1.31813732,2.69769017,0.00000000,2.4841,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,127,OLS-Reconciled,0.28106261,0.39657122,0.27084768,0.17576892,0.49817663,1.03143620,2.69865700,0.00000000,2.4841,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,139,Base,0.28037034,0.39577752,0.27014655,0.17518697,0.49679890,1.02851286,2.68962402,0.00234761,2.5646,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,139,Bottom-Up,0.27997646,0.39577752,0.26962604,0.17452581,0.49679890,1.02688578,2.68116013,0.00000000,2.5646,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,139,Top-Down,0.35996459,0.55979754,0.34490925,0.17518697,0.69786882,1.31433604,2.68962402,0.00000000,2.5646,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,139,OLS-Reconciled,0.28074597,0.39681156,0.27032522,0.17510113,0.49770807,1.02906769,2.68852244,0.00000000,2.5646,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,11,Base,0.28559665,0.40541211,0.27535605,0.17602179,0.51190794,1.05478113,2.73228055,0.05326511,16.0133,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,11,Bottom-Up,0.28778690,0.40541211,0.27686750,0.18108107,0.51190794,1.05977141,2.80180188,0.00000000,16.0133,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,11,Top-Down,0.36103647,0.56152849,0.34555913,0.17602179,0.70355672,1.32631991,2.73228055,0.00000000,16.0133,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,11,OLS-Reconciled,0.28379163,0.40258631,0.27290608,0.17588249,0.50673872,1.04588908,2.72878794,0.00000000,16.0133,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,23,Base,0.29525793,0.42082233,0.28261877,0.18233268,0.52024493,1.07157378,2.79512029,0.04110361,15.9085,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,23,Bottom-Up,0.29829204,0.42082233,0.28595535,0.18809842,0.52024493,1.08214875,2.86805015,0.00000000,15.9085,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,23,Top-Down,0.36684050,0.56681456,0.35137425,0.18233268,0.70924305,1.34224247,2.79512029,0.00000000,15.9085,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,23,OLS-Reconciled,0.29269771,0.41474211,0.28048567,0.18286536,0.51482367,1.06481610,2.80008031,0.00000000,15.9085,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,47,Base,0.29146118,0.41617957,0.27846954,0.17973442,0.51747191,1.06201030,2.76761809,0.04534973,15.8843,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,47,Bottom-Up,0.29553687,0.41617957,0.28352512,0.18690592,0.51747191,1.07575779,2.86377503,0.00000000,15.8843,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,47,Top-Down,0.36468793,0.56529204,0.34903731,0.17973442,0.70793434,1.33655799,2.76761809,0.00000000,15.8843,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,47,OLS-Reconciled,0.28885099,0.40966473,0.27681334,0.18007491,0.51099994,1.05530309,2.77108464,0.00000000,15.8843,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,59,Base,0.29567175,0.41970707,0.28307334,0.18423483,0.52240137,1.07530377,2.82805103,0.04470637,15.9141,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,59,Bottom-Up,0.29919820,0.41970707,0.28754917,0.19033837,0.52240137,1.09044789,2.91999774,0.00000000,15.9141,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,59,Top-Down,0.36831319,0.56783185,0.35287288,0.18423483,0.71158885,1.34986525,2.82805103,0.00000000,15.9141,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,59,OLS-Reconciled,0.29327491,0.41379498,0.28180971,0.18422003,0.51547435,1.07008377,2.82843612,0.00000000,15.9141,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,71,Base,0.29327960,0.41953122,0.28054819,0.17975939,0.51735739,1.06421263,2.76414137,0.03928711,15.8975,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,71,Bottom-Up,0.29721158,0.41953122,0.28476426,0.18733927,0.51735739,1.07538080,2.86264881,0.00000000,15.8975,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,71,Top-Down,0.36457491,0.56499210,0.34897325,0.17975939,0.70680198,1.33434378,2.76414137,0.00000000,15.8975,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,71,OLS-Reconciled,0.29016474,0.41194726,0.27819789,0.18034907,0.51026915,1.05584468,2.77093218,0.00000000,15.8975,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,83,Base,0.28324660,0.39997834,0.27399219,0.17576928,0.50124263,1.04098764,2.70032215,0.04118813,15.9113,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,83,Bottom-Up,0.28145592,0.39997834,0.27082462,0.17356478,0.50124263,1.03153199,2.67628978,0.00000000,15.9113,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,83,Top-Down,0.36002292,0.55970347,0.34459601,0.17576928,0.69851827,1.31588163,2.70032215,0.00000000,15.9113,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,83,OLS-Reconciled,0.28396068,0.40357378,0.27349832,0.17480994,0.50339649,1.03903331,2.68878111,0.00000000,15.9113,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,97,Base,0.29857789,0.42659205,0.28538185,0.18375977,0.52492630,1.07685317,2.80841841,0.04674076,15.9298,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,97,Bottom-Up,0.30409489,0.42659205,0.29039550,0.19529710,0.52492630,1.09482578,2.97092925,0.00000000,15.9298,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,97,Top-Down,0.36805438,0.56789665,0.35250670,0.18375977,0.71078629,1.34557315,2.80841841,0.00000000,15.9298,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,97,OLS-Reconciled,0.29417741,0.41632574,0.28121092,0.18499558,0.51425760,1.06294845,2.82359856,0.00000000,15.9298,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,109,Base,0.29417778,0.41811082,0.28163602,0.18278648,0.52229187,1.07588738,2.82156195,0.04863131,15.8756,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,109,Bottom-Up,0.29722427,0.41811082,0.28497511,0.18858687,0.52229187,1.08568984,2.89549447,0.00000000,15.8756,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,109,Top-Down,0.36675293,0.56653008,0.35094221,0.18278648,0.71068604,1.34566675,2.82156195,0.00000000,15.8756,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,109,OLS-Reconciled,0.29155468,0.41232579,0.27964896,0.18268930,0.51615415,1.06902194,2.81882504,0.00000000,15.8756,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,127,Base,0.29402418,0.42135653,0.28107840,0.17963761,0.52068836,1.06721136,2.76652682,0.04556965,15.8973,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,127,Bottom-Up,0.30012458,0.42135653,0.28746739,0.19154982,0.52068836,1.08669813,2.92292169,0.00000000,15.8973,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,127,Top-Down,0.36445423,0.56496737,0.34875773,0.17963761,0.70760401,1.33473123,2.76652682,0.00000000,15.8973,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,127,OLS-Reconciled,0.28907393,0.40943647,0.27719944,0.18058590,0.50969711,1.05473580,2.77772074,0.00000000,15.8973,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,139,Base,0.28444940,0.40072496,0.27509178,0.17753145,0.50135337,1.04400673,2.71410496,0.03673905,15.8811,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,139,Bottom-Up,0.28213956,0.40072496,0.27109741,0.17459630,0.50135337,1.03247838,2.68655553,0.00000000,15.8811,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,139,Top-Down,0.36157238,0.56080376,0.34638193,0.17753145,0.69925733,1.31905391,2.71410496,0.00000000,15.8811,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,TCN,baseline,139,OLS-Reconciled,0.28507319,0.40406849,0.27443351,0.17671756,0.50375243,1.04114964,2.70474871,0.00000000,15.8811,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,11,Base,0.29323351,0.41880163,0.27935790,0.18154100,0.52488222,1.07153571,2.82337274,0.05061033,6.8371,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,11,Bottom-Up,0.29955392,0.41880163,0.28778515,0.19207498,0.52488222,1.09742578,2.96885387,0.00000000,6.8371,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,11,Top-Down,0.36494820,0.56426793,0.34903568,0.18154100,0.70902230,1.34380795,2.82337274,0.00000000,6.8371,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,11,OLS-Reconciled,0.29046494,0.41166165,0.27812488,0.18160830,0.51355817,1.06550366,2.82486459,0.00000000,6.8371,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,23,Base,0.28295839,0.40368400,0.27052499,0.17466618,0.49784989,1.03316212,2.70100181,0.03867418,6.8332,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,23,Bottom-Up,0.28129771,0.40368400,0.26876620,0.17144295,0.49784989,1.02392223,2.64524396,0.00000000,6.8332,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,23,Top-Down,0.35769535,0.55658365,0.34183622,0.17466618,0.69608230,1.31001004,2.70100181,0.00000000,6.8332,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,23,OLS-Reconciled,0.28332822,0.40583647,0.27037520,0.17377300,0.50029568,1.03184319,2.68647915,0.00000000,6.8332,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,47,Base,0.29236171,0.41564590,0.28096880,0.18047044,0.51687088,1.06560120,2.78335116,0.03978826,6.9599,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,47,Bottom-Up,0.29435485,0.41564590,0.28331410,0.18410457,0.51687088,1.07130127,2.81821217,0.00000000,6.9599,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,47,Top-Down,0.36460113,0.56396208,0.34937086,0.18047044,0.70581010,1.33630417,2.78335116,0.00000000,6.9599,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,47,OLS-Reconciled,0.28994406,0.41035138,0.27890043,0.18058038,0.51189146,1.05942024,2.78106588,0.00000000,6.9599,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,59,Base,0.29686840,0.42665970,0.28301315,0.18093236,0.52645434,1.07267037,2.77677293,0.03738587,6.9042,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,59,Bottom-Up,0.30057891,0.42665970,0.28746114,0.18761590,0.52645434,1.08701849,2.86910302,0.00000000,6.9042,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,59,Top-Down,0.36563865,0.56596392,0.35001967,0.18093236,0.70815486,1.33722265,2.77677293,0.00000000,6.9042,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,59,OLS-Reconciled,0.29435111,0.42034717,0.28119264,0.18151352,0.51973090,1.06617765,2.78340334,0.00000000,6.9042,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,71,Base,0.28831739,0.41078120,0.27716864,0.17700233,0.51266018,1.05151235,2.71924126,0.03380436,6.8651,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,71,Bottom-Up,0.29031017,0.41078120,0.27965218,0.18049714,0.51266018,1.05900726,2.76419477,0.00000000,6.8651,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,71,Top-Down,0.36173733,0.56172235,0.34648730,0.17700233,0.70150519,1.32263483,2.71924126,0.00000000,6.8651,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,71,OLS-Reconciled,0.28654716,0.40678806,0.27557842,0.17727500,0.50840594,1.04565398,2.72186678,0.00000000,6.8651,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,83,Base,0.28637419,0.40753664,0.27436269,0.17722325,0.50569001,1.04393275,2.73041537,0.03934139,6.9191,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,83,Bottom-Up,0.28532583,0.40753664,0.27339634,0.17504450,0.50569001,1.03984212,2.69854913,0.00000000,6.9191,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,83,Top-Down,0.36124901,0.56133800,0.34518578,0.17722325,0.70112896,1.32010300,2.73041537,0.00000000,6.9191,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,83,OLS-Reconciled,0.28667343,0.40924047,0.27418730,0.17659251,0.50684426,1.04284763,2.72067946,0.00000000,6.9191,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,97,Base,0.29026269,0.41283832,0.27830731,0.17964243,0.51444795,1.06130261,2.77845464,0.03301641,6.7179,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,97,Bottom-Up,0.29219150,0.41283832,0.28036734,0.18336882,0.51444795,1.06648180,2.81927119,0.00000000,6.7179,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,97,Top-Down,0.36383188,0.56395641,0.34789679,0.17964243,0.70637108,1.33438096,2.77845464,0.00000000,6.7179,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,97,OLS-Reconciled,0.28875904,0.40966413,0.27674302,0.17986998,0.51128565,1.05617410,2.77959700,0.00000000,6.7179,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,109,Base,0.28518851,0.40318581,0.27513301,0.17724671,0.50473903,1.04998660,2.74301603,0.03589694,6.6558,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,109,Bottom-Up,0.28445794,0.40318581,0.27419220,0.17599581,0.50473903,1.04514656,2.71551271,0.00000000,6.6558,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,109,Top-Down,0.36052705,0.55950358,0.34483086,0.17724671,0.69990000,1.32144864,2.74301603,0.00000000,6.6558,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,109,OLS-Reconciled,0.28503733,0.40410944,0.27419282,0.17680974,0.50489389,1.04701110,2.73557347,0.00000000,6.6558,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,127,Base,0.27798993,0.39163293,0.26818527,0.17415159,0.49149546,1.02501380,2.68824920,0.03270089,6.2497,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,127,Bottom-Up,0.27565999,0.39163293,0.26501369,0.17033336,0.49149546,1.01276002,2.62646379,0.00000000,6.2497,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,127,Top-Down,0.35770452,0.55698729,0.34197467,0.17415159,0.69507885,1.30728290,2.68824920,0.00000000,6.2497,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,127,OLS-Reconciled,0.27938269,0.39635771,0.26855614,0.17323423,0.49697415,1.02582559,2.67524642,0.00000000,6.2497,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,139,Base,0.27879620,0.39484500,0.26880297,0.17274063,0.49281625,1.02455605,2.67082347,0.03036724,6.2353,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,139,Bottom-Up,0.27677178,0.39484500,0.26614278,0.16932756,0.49281625,1.01394755,2.61216521,0.00000000,6.2353,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
