run_namespace,cap,horizon_hours,method,method_role,selection_objective,blend_mode,alpha_head,checkpoint_epoch,ridge_lambda,seed_index,seed,runtime_s,curtailment_mae,curtailment_rmse,event_f1,event_precision,event_recall,onset_f1,onset_precision,onset_recall,onset_mae,stress_subset_mae,detection_threshold,threshold_status,n_fit,n_selection,n_calibration,n_test,n_onsets_selection,n_onsets_calibration,n_onsets_test,n_events_test
p1_s3_fair_v1,0.70,1,GRU-LSR-Fixed0,mechanism_control,mae,fixed_0,0.000000,20,NA,9,139,0.624814,0.0078787572,0.0258137077,0.6616541353,0.7719298246,0.5789473684,0.1453634085,0.0847953216,0.5087719298,0.0504884140,0.0279781850,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,57,152
p1_s3_fair_v1,0.70,1,GRU-LSR-Fixed0.5,mechanism_control,mae,fixed_0.5,0.500000,20,NA,9,139,0.624814,0.0095759977,0.0250230431,0.6818181818,0.8035714286,0.5921052632,0.1629327902,0.0921658986,0.7017543860,0.0453874398,0.0311031069,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,57,152
p1_s3_fair_v1,0.70,1,GRU-LSR-Fixed1,mechanism_control,mae,fixed_1,1.000000,20,NA,9,139,0.624814,0.0116156540,0.0262879399,0.7286245353,0.8376068376,0.6447368421,0.1620689655,0.0898661568,0.8245614035,0.0442773588,0.0354180537,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,57,152
p1_s3_fair_v1,0.70,1,GRU-LSR,proposed,onset_f1,selected,1.000000,5,NA,9,139,0.644999,0.0150359422,0.0323615497,0.5636363636,0.9117647059,0.4078947368,0.1430536451,0.0776119403,0.9122807018,0.0421797674,0.0452398165,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,57,152
p1_s3_fair_v1,0.70,1,GRU-LSR-Fixed0,mechanism_control,onset_f1,fixed_0,0.000000,5,NA,9,139,0.644999,0.0080650465,0.0264045806,0.6743295019,0.8073394495,0.5789473684,0.1474201474,0.0857142857,0.5263157895,0.0512209748,0.0286464998,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,57,152
p1_s3_fair_v1,0.70,1,GRU-LSR-Fixed0.5,mechanism_control,onset_f1,fixed_0.5,0.500000,5,NA,9,139,0.644999,0.0112743731,0.0277433856,0.6720000000,0.8571428571,0.5526315789,0.1660649819,0.0925553320,0.8070175439,0.0436327488,0.0359594483,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,57,152
p1_s3_fair_v1,0.70,1,GRU-LSR-Fixed1,mechanism_control,onset_f1,fixed_1,1.000000,5,NA,9,139,0.644999,0.0150359422,0.0323615497,0.5636363636,0.9117647059,0.4078947368,0.1430536451,0.0776119403,0.9122807018,0.0421797674,0.0452398165,0.0200000000,fallback_no_positive_onsets,4332,875,875,2627,0,0,57,152
p1_s3_fair_v1,0.70,24,DirectPolicyTransform-Privileged,privileged_control,not_applicable,not_applicable,NA,NA,NA,0,deterministic,0.000226,0.0000000000,0.0000000000,1.0000000000,1.0000000000,1.0000000000,0.7527352298,0.6035087719,1.0000000000,0.0000000000,0.0000000000,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,Persistence,baseline,not_applicable,not_applicable,NA,NA,NA,0,deterministic,0.000165,0.0205465079,0.0596139704,0.3400000000,0.3400000000,0.3400000000,0.0000000000,0.0000000000,0.0000000000,0.1322832706,0.0551652764,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,Seasonal-24h,baseline,not_applicable,not_applicable,NA,NA,NA,0,deterministic,0.000156,0.0205465079,0.0596139704,0.3400000000,0.3400000000,0.3400000000,0.0000000000,0.0000000000,0.0000000000,0.1322832706,0.0551652764,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,Ridge,baseline,mae,not_applicable,NA,NA,1,0,deterministic,0.019482,0.0226168227,0.0493340383,0.0000000000,0.0000000000,0.0000000000,0.2322880372,0.1451378810,0.5813953488,0.1071575464,0.0542486800,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,Ridge,baseline,onset_f1,not_applicable,NA,NA,1e-06,0,deterministic,0.018779,0.0254937101,0.0519513315,0.0251572327,0.2222222222,0.0133333333,0.2178828366,0.1323345818,0.6162790698,0.1059656980,0.0579013407,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR,proposed,mae,selected,0.000000,15,NA,0,11,0.591375,0.0207784134,0.0512910281,0.0238095238,0.1111111111,0.0133333333,0.2293178520,0.1528046422,0.4593023256,0.1105454485,0.0528047712,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0,mechanism_control,mae,fixed_0,0.000000,15,NA,0,11,0.591375,0.0207784134,0.0512910281,0.0238095238,0.1111111111,0.0133333333,0.2293178520,0.1528046422,0.4593023256,0.1105454485,0.0528047712,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0.5,mechanism_control,mae,fixed_0.5,0.500000,15,NA,0,11,0.591375,0.0211968358,0.0498556123,0.0000000000,0.0000000000,0.0000000000,0.2511078287,0.1683168317,0.4941860465,0.1106153729,0.0527329673,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed1,mechanism_control,mae,fixed_1,1.000000,15,NA,0,11,0.591375,0.0219020106,0.0500129838,0.0000000000,0.0000000000,0.0000000000,0.2200825309,0.1441441441,0.4651162791,0.1118923236,0.0534101204,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR,proposed,onset_f1,selected,1.000000,5,NA,0,11,0.610541,0.0214472787,0.0487561901,0.0000000000,0.0000000000,0.0000000000,0.2258953168,0.1480144404,0.4767441860,0.1109338135,0.0532382782,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0,mechanism_control,onset_f1,fixed_0,0.000000,5,NA,0,11,0.610541,0.0208345453,0.0510515516,0.0239520958,0.1176470588,0.0133333333,0.2165242165,0.1433962264,0.4418604651,0.1109491897,0.0532485042,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0.5,mechanism_control,onset_f1,fixed_0.5,0.500000,5,NA,0,11,0.610541,0.0210351437,0.0491624919,0.0000000000,0.0000000000,0.0000000000,0.2225433526,0.1480769231,0.4476744186,0.1105936752,0.0529147445,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed1,mechanism_control,onset_f1,fixed_1,1.000000,5,NA,0,11,0.610541,0.0214472787,0.0487561901,0.0000000000,0.0000000000,0.0000000000,0.2258953168,0.1480144404,0.4767441860,0.1109338135,0.0532382782,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR,proposed,mae,selected,0.000000,20,NA,1,23,0.607335,0.0202860162,0.0507536303,0.0352941176,0.1500000000,0.0200000000,0.2416918429,0.1632653061,0.4651162791,0.1086448239,0.0519528301,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0,mechanism_control,mae,fixed_0,0.000000,20,NA,1,23,0.607335,0.0202860162,0.0507536303,0.0352941176,0.1500000000,0.0200000000,0.2416918429,0.1632653061,0.4651162791,0.1086448239,0.0519528301,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0.5,mechanism_control,mae,fixed_0.5,0.500000,20,NA,1,23,0.607335,0.0217803086,0.0496374816,0.0000000000,0.0000000000,0.0000000000,0.2542857143,0.1685606061,0.5174418605,0.1079998486,0.0523787288,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed1,mechanism_control,mae,fixed_1,1.000000,20,NA,1,23,0.607335,0.0235345124,0.0501630604,0.0000000000,0.0000000000,0.0000000000,0.2166064982,0.1365705615,0.5232558140,0.1088012961,0.0535153922,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR,proposed,onset_f1,selected,1.000000,5,NA,1,23,0.626129,0.0229858102,0.0485319492,0.0000000000,0.0000000000,0.0000000000,0.2159916926,0.1314791403,0.6046511628,0.1068113424,0.0530520199,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0,mechanism_control,onset_f1,fixed_0,0.000000,5,NA,1,23,0.626129,0.0204054514,0.0506223061,0.0121951220,0.0714285714,0.0066666667,0.2320117474,0.1552062868,0.4593023256,0.1098099682,0.0523733092,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0.5,mechanism_control,onset_f1,fixed_0.5,0.500000,5,NA,1,23,0.626129,0.0215391609,0.0486423210,0.0000000000,0.0000000000,0.0000000000,0.2258469260,0.1440000000,0.5232558140,0.1077441175,0.0522401367,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed1,mechanism_control,onset_f1,fixed_1,1.000000,5,NA,1,23,0.626129,0.0229858102,0.0485319492,0.0000000000,0.0000000000,0.0000000000,0.2159916926,0.1314791403,0.6046511628,0.1068113424,0.0530520199,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR,proposed,mae,selected,0.000000,10,NA,2,47,0.597325,0.0211131900,0.0512044093,0.0467836257,0.1904761905,0.0266666667,0.2072992701,0.1384015595,0.4127906977,0.1102453829,0.0532748417,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0,mechanism_control,mae,fixed_0,0.000000,10,NA,2,47,0.597325,0.0211131900,0.0512044093,0.0467836257,0.1904761905,0.0266666667,0.2072992701,0.1384015595,0.4127906977,0.1102453829,0.0532748417,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0.5,mechanism_control,mae,fixed_0.5,0.500000,10,NA,2,47,0.597325,0.0215315754,0.0495866675,0.0000000000,0.0000000000,0.0000000000,0.2231884058,0.1486486486,0.4476744186,0.1110676621,0.0533178527,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed1,mechanism_control,mae,fixed_1,1.000000,10,NA,2,47,0.597325,0.0222541449,0.0497175427,0.0000000000,0.0000000000,0.0000000000,0.2283356259,0.1495495495,0.4825581395,0.1130251364,0.0542709331,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR,proposed,onset_f1,selected,1.000000,5,NA,2,47,0.619151,0.0226691159,0.0495919600,0.0000000000,0.0000000000,0.0000000000,0.2173274596,0.1453831041,0.4302325581,0.1138861112,0.0549174921,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0,mechanism_control,onset_f1,fixed_0,0.000000,5,NA,2,47,0.619151,0.0210930251,0.0512826482,0.0355029586,0.1578947368,0.0200000000,0.2117647059,0.1417322835,0.4186046512,0.1105083258,0.0534707138,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0.5,mechanism_control,onset_f1,fixed_0.5,0.500000,5,NA,2,47,0.619151,0.0217290698,0.0495101872,0.0000000000,0.0000000000,0.0000000000,0.2032400589,0.1360946746,0.4011627907,0.1116169106,0.0537411934,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed1,mechanism_control,onset_f1,fixed_1,1.000000,5,NA,2,47,0.619151,0.0226691159,0.0495919600,0.0000000000,0.0000000000,0.0000000000,0.2173274596,0.1453831041,0.4302325581,0.1138861112,0.0549174921,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR,proposed,mae,selected,0.000000,10,NA,3,59,0.563425,0.0209619908,0.0509480874,0.0344827586,0.1250000000,0.0200000000,0.2263610315,0.1501901141,0.4593023256,0.1091062936,0.0533538547,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0,mechanism_control,mae,fixed_0,0.000000,10,NA,3,59,0.563425,0.0209619908,0.0509480874,0.0344827586,0.1250000000,0.0200000000,0.2263610315,0.1501901141,0.4593023256,0.1091062936,0.0533538547,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0.5,mechanism_control,mae,fixed_0.5,0.500000,10,NA,3,59,0.563425,0.0219964520,0.0489488818,0.0000000000,0.0000000000,0.0000000000,0.2169312169,0.1404109589,0.4767441860,0.1074616790,0.0531091696,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed1,mechanism_control,mae,fixed_1,1.000000,10,NA,3,59,0.563425,0.0232452072,0.0486116516,0.0000000000,0.0000000000,0.0000000000,0.2203023758,0.1352785146,0.5930232558,0.1075254334,0.0535914755,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR,proposed,onset_f1,selected,1.000000,5,NA,3,59,0.583916,0.0235906606,0.0487314130,0.0000000000,0.0000000000,0.0000000000,0.2078853047,0.1308270677,0.5058139535,0.1105158205,0.0537035434,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0,mechanism_control,onset_f1,fixed_0,0.000000,5,NA,3,59,0.583916,0.0209314520,0.0509033118,0.0235294118,0.1000000000,0.0133333333,0.2212643678,0.1469465649,0.4476744186,0.1084576462,0.0532855156,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0.5,mechanism_control,onset_f1,fixed_0.5,0.500000,5,NA,3,59,0.583916,0.0221643912,0.0489231677,0.0000000000,0.0000000000,0.0000000000,0.2169680111,0.1425959781,0.4534883721,0.1087903687,0.0531742445,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed1,mechanism_control,onset_f1,fixed_1,1.000000,5,NA,3,59,0.583916,0.0235906606,0.0487314130,0.0000000000,0.0000000000,0.0000000000,0.2078853047,0.1308270677,0.5058139535,0.1105158205,0.0537035434,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR,proposed,mae,selected,0.000000,5,NA,4,71,0.572123,0.0207046424,0.0509073138,0.0123456790,0.0833333333,0.0066666667,0.2283236994,0.1519230769,0.4593023256,0.1108166946,0.0529483559,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0,mechanism_control,mae,fixed_0,0.000000,5,NA,4,71,0.572123,0.0207046424,0.0509073138,0.0123456790,0.0833333333,0.0066666667,0.2283236994,0.1519230769,0.4593023256,0.1108166946,0.0529483559,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0.5,mechanism_control,mae,fixed_0.5,0.500000,5,NA,4,71,0.572123,0.0213386872,0.0489291196,0.0000000000,0.0000000000,0.0000000000,0.2268326418,0.1488203267,0.4767441860,0.1103858138,0.0527921803,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed1,mechanism_control,mae,fixed_1,1.000000,5,NA,4,71,0.572123,0.0222316625,0.0487323627,0.0000000000,0.0000000000,0.0000000000,0.2125603865,0.1341463415,0.5116279070,0.1112494867,0.0534467297,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR,proposed,onset_f1,selected,1.000000,5,NA,4,71,0.592415,0.0222316625,0.0487323627,0.0000000000,0.0000000000,0.0000000000,0.2125603865,0.1341463415,0.5116279070,0.1112494867,0.0534467297,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0,mechanism_control,onset_f1,fixed_0,0.000000,5,NA,4,71,0.592415,0.0207046424,0.0509073138,0.0123456790,0.0833333333,0.0066666667,0.2283236994,0.1519230769,0.4593023256,0.1108166946,0.0529483559,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0.5,mechanism_control,onset_f1,fixed_0.5,0.500000,5,NA,4,71,0.592415,0.0213386872,0.0489291196,0.0000000000,0.0000000000,0.0000000000,0.2268326418,0.1488203267,0.4767441860,0.1103858138,0.0527921803,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed1,mechanism_control,onset_f1,fixed_1,1.000000,5,NA,4,71,0.592415,0.0222316625,0.0487323627,0.0000000000,0.0000000000,0.0000000000,0.2125603865,0.1341463415,0.5116279070,0.1112494867,0.0534467297,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR,proposed,mae,selected,0.000000,5,NA,5,83,0.600212,0.0205951536,0.0507414320,0.0581395349,0.2272727273,0.0333333333,0.2235469449,0.1503006012,0.4360465116,0.1102373148,0.0530050693,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0,mechanism_control,mae,fixed_0,0.000000,5,NA,5,83,0.600212,0.0205951536,0.0507414320,0.0581395349,0.2272727273,0.0333333333,0.2235469449,0.1503006012,0.4360465116,0.1102373148,0.0530050693,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0.5,mechanism_control,mae,fixed_0.5,0.500000,5,NA,5,83,0.600212,0.0221697176,0.0489266179,0.0000000000,0.0000000000,0.0000000000,0.2294617564,0.1516853933,0.4709302326,0.1083512972,0.0536791408,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed1,mechanism_control,mae,fixed_1,1.000000,5,NA,5,83,0.600212,0.0239280791,0.0488525925,0.0000000000,0.0000000000,0.0000000000,0.2338902148,0.1471471471,0.5697674419,0.1074544672,0.0549975533,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR,proposed,onset_f1,selected,1.000000,5,NA,5,83,0.618931,0.0239280791,0.0488525925,0.0000000000,0.0000000000,0.0000000000,0.2338902148,0.1471471471,0.5697674419,0.1074544672,0.0549975533,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0,mechanism_control,onset_f1,fixed_0,0.000000,5,NA,5,83,0.618931,0.0205951536,0.0507414320,0.0581395349,0.2272727273,0.0333333333,0.2235469449,0.1503006012,0.4360465116,0.1102373148,0.0530050693,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0.5,mechanism_control,onset_f1,fixed_0.5,0.500000,5,NA,5,83,0.618931,0.0221697176,0.0489266179,0.0000000000,0.0000000000,0.0000000000,0.2294617564,0.1516853933,0.4709302326,0.1083512972,0.0536791408,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed1,mechanism_control,onset_f1,fixed_1,1.000000,5,NA,5,83,0.618931,0.0239280791,0.0488525925,0.0000000000,0.0000000000,0.0000000000,0.2338902148,0.1471471471,0.5697674419,0.1074544672,0.0549975533,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR,proposed,mae,selected,0.000000,15,NA,6,97,0.600723,0.0207679051,0.0508243672,0.0346820809,0.1304347826,0.0200000000,0.2130681818,0.1409774436,0.4360465116,0.1097318771,0.0526096331,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0,mechanism_control,mae,fixed_0,0.000000,15,NA,6,97,0.600723,0.0207679051,0.0508243672,0.0346820809,0.1304347826,0.0200000000,0.2130681818,0.1409774436,0.4360465116,0.1097318771,0.0526096331,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0.5,mechanism_control,mae,fixed_0.5,0.500000,15,NA,6,97,0.600723,0.0216309901,0.0493095586,0.0000000000,0.0000000000,0.0000000000,0.2316910786,0.1502590674,0.5058139535,0.1085365547,0.0527460541,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed1,mechanism_control,mae,fixed_1,1.000000,15,NA,6,97,0.600723,0.0227020564,0.0493114776,0.0000000000,0.0000000000,0.0000000000,0.2164009112,0.1345609065,0.5523255814,0.1084380191,0.0535468645,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR,proposed,onset_f1,selected,1.000000,5,NA,6,97,0.619092,0.0219195297,0.0485176387,0.0000000000,0.0000000000,0.0000000000,0.2216624685,0.1414790997,0.5116279070,0.1102649767,0.0533677276,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0,mechanism_control,onset_f1,fixed_0,0.000000,5,NA,6,97,0.619092,0.0207926991,0.0508064382,0.0361445783,0.1875000000,0.0200000000,0.2108262108,0.1396226415,0.4302325581,0.1105585160,0.0529771770,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0.5,mechanism_control,onset_f1,fixed_0.5,0.500000,5,NA,6,97,0.619092,0.0212349120,0.0489301590,0.0000000000,0.0000000000,0.0000000000,0.2222222222,0.1448763251,0.4767441860,0.1098882955,0.0528007168,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed1,mechanism_control,onset_f1,fixed_1,1.000000,5,NA,6,97,0.619092,0.0219195297,0.0485176387,0.0000000000,0.0000000000,0.0000000000,0.2216624685,0.1414790997,0.5116279070,0.1102649767,0.0533677276,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR,proposed,mae,selected,0.000000,20,NA,7,109,0.600556,0.0206629674,0.0512475981,0.0235294118,0.1000000000,0.0133333333,0.2119402985,0.1425702811,0.4127906977,0.1111837554,0.0528331986,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0,mechanism_control,mae,fixed_0,0.000000,20,NA,7,109,0.600556,0.0206629674,0.0512475981,0.0235294118,0.1000000000,0.0133333333,0.2119402985,0.1425702811,0.4127906977,0.1111837554,0.0528331986,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0.5,mechanism_control,mae,fixed_0.5,0.500000,20,NA,7,109,0.600556,0.0216501861,0.0496140916,0.0000000000,0.0000000000,0.0000000000,0.2267759563,0.1482142857,0.4825581395,0.1091707686,0.0530591498,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed1,mechanism_control,mae,fixed_1,1.000000,20,NA,7,109,0.600556,0.0228494396,0.0495875337,0.0000000000,0.0000000000,0.0000000000,0.2217245241,0.1373092926,0.5755813953,0.1084234471,0.0539102354,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR,proposed,onset_f1,selected,1.000000,5,NA,7,109,0.620157,0.0234647967,0.0486881250,0.0000000000,0.0000000000,0.0000000000,0.2195416164,0.1385083714,0.5290697674,0.1097109293,0.0540348487,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0,mechanism_control,onset_f1,fixed_0,0.000000,5,NA,7,109,0.620157,0.0206735248,0.0508383968,0.0473372781,0.2105263158,0.0266666667,0.2202643172,0.1473477407,0.4360465116,0.1097851496,0.0526358377,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0.5,mechanism_control,onset_f1,fixed_0.5,0.500000,5,NA,7,109,0.620157,0.0219533262,0.0489141740,0.0000000000,0.0000000000,0.0000000000,0.2143864598,0.1415270019,0.4418604651,0.1089003277,0.0529308179,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed1,mechanism_control,onset_f1,fixed_1,1.000000,5,NA,7,109,0.620157,0.0234647967,0.0486881250,0.0000000000,0.0000000000,0.0000000000,0.2195416164,0.1385083714,0.5290697674,0.1097109293,0.0540348487,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR,proposed,mae,selected,0.000000,15,NA,8,127,0.586998,0.0209735186,0.0513989633,0.0116279070,0.0454545455,0.0066666667,0.2180774749,0.1447619048,0.4418604651,0.1108459438,0.0529803976,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0,mechanism_control,mae,fixed_0,0.000000,15,NA,8,127,0.586998,0.0209735186,0.0513989633,0.0116279070,0.0454545455,0.0066666667,0.2180774749,0.1447619048,0.4418604651,0.1108459438,0.0529803976,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
p1_s3_fair_v1,0.70,24,GRU-LSR-Fixed0.5,mechanism_control,mae,fixed_0.5,0.500000,15,NA,8,127,0.586998,0.0231026998,0.0495645187,0.0000000000,0.0000000000,0.0000000000,0.2246117085,0.1413533835,0.5465116279,0.1063866433,0.0530883549,0.0200000000,fallback_no_positive_onsets,4309,852,852,2604,0,0,172,150
